reseña,oraciones_tokenizadas,rating,cluster
"Funcionó muy bien, pero después de un tiempo no lo desbloquearía. Después de ingresar mi PIN, la pantalla se ponía negra. Lo llevé al escuadrón geek (¡por suerte compré el plan de protección!) y me dijeron que no los arreglan, solo los reemplazan. Así que compré otro, pero ese hizo exactamente lo mismo. Acabé devolviendo ese también.","['funcionó muy bien , pero después de un tiempo no lo desbloquearía . después de ingresar mi pin , la pantalla se ponía negra . lo llevé al escuadrón geek ( por suerte compré el plan de protección ! ) y me dijeron que no los arreglan , solo los reemplazan . así que compré otro , pero ese hizo exactamente lo mismo . acabé devolviendo ese también .']",1.0,1
"Cuando lo compré por primera vez, fue genial hasta que dejó de cargarse y no se volvió a encender","['cuando lo compré por primera vez , fue genial hasta que dejó de cargarse y no se volvió a encender']",1.0,1
Este dispositivo juega con el hecho de que debes suscribirte a sus cosas o esto es solo un cilindro vacío que te dice el clima y eso es todo. E incluso entonces se requiere una suscripción para todo. Google Home al menos reproduce listas de música generales y otras acciones clave.,['este dispositivo juega con el hecho de que debes suscribirte a sus cosas o esto es solo un cilindro vacío que te dice el clima y eso es todo . e incluso entonces se requiere una suscripción para todo . google home al menos reproduce listas de música generales y otras acciones clave .'],1.0,0
"Compré esta tableta por el precio y las especificaciones parecían estar bien, pero es lenta, se congela y falla. No creo que haya sido una buena compra.","['compré esta tableta por el precio y las especificaciones parecían estar bien , pero es lenta , se congela y falla . no creo que haya sido una buena compra .']",1.0,1
Me encanta usarlo para leer y navegar por internet. También es muy útil.,['me encanta usarlo para leer y navegar por internet . también es muy útil .'],1.0,0
Compré esta tableta el viernes negro y fui a casa para probarla y era muy lenta y no valía la pena.,['compré esta tableta el viernes negro y fui a casa para probarla y era muy lenta y no valía la pena .'],1.0,1
"Estábamos muy emocionados de obtener el grifo, ya que era un altavoz más grande que el punto y, a diferencia del eco, tiene un cargador de batería para que sea portátil. Ya tenemos un eco que funciona perfectamente en nuestro hogar. Al escuchar la radio en línea en el grifo, se interrumpe constantemente. Lo devolvimos y cambiamos gor el punto.","['estábamos muy emocionados de obtener el grifo , ya que era un altavoz más grande que el punto y , a diferencia del eco , tiene un cargador de batería para que sea portátil . ya tenemos un eco que funciona perfectamente en nuestro hogar . al escuchar la radio en línea en el grifo , se interrumpe constantemente . lo devolvimos y cambiamos gor el punto .']",1.0,1
"No puedo reproducir youtube, eso es lo que le gusta a mi hija.","['no puedo reproducir youtube , eso es lo que le gusta a mi hija .']",1.0,1
Mal desempeño. Dispositivo lento. No vale la pena comprar. Hay mejores productos disponibles en esta gama.,['mal desempeño . dispositivo lento . no vale la pena comprar . hay mejores productos disponibles en esta gama .'],1.0,0
"Esto es exactamente como cualquier otro cargador de energía USB, lo que lo hace innecesario. Un cargador básico usado para un iPod funciona para cargar el Kindle Fire en 3 a 4 horas.","['esto es exactamente como cualquier otro cargador de energía usb , lo que lo hace innecesario . un cargador básico usado para un ipod funciona para cargar el kindle fire en tres a cuatro horas .']",1.0,0
"Acabo de llegar a casa y descubrí que el paquete está vacío, no hay ningún producto que hayamos pedido. Que hacemos ahora","['acabo de llegar a casa y descubrí que el paquete está vacío , no hay ningún producto que hayamos pedido . que hacemos ahora']",1.0,1
Esto no alimenta nada. Compré esto para mi papá para Navidad y pensamos que su Kindle era malo... no... lo probé en otras cosas y no cargará nada... Quiero que me devuelvan mi dinero o un reemplazo significaba... tal vez esto ¡La unidad es simplemente mala! ¡Pero 20 dólares tirados por el desagüe!,['esto no alimenta nada . compré esto para mi papá para navidad y pensamos que su kindle era malo ... no ... lo probé en otras cosas y no cargará nada ... quiero que me devuelvan mi dinero o un reemplazo significaba ... tal vez esto la unidad es simplemente mala ! pero veinte dólares tirados por el desagüe !'],1.0,1
"Si tienes una tableta o un teléfono inteligente, ya tienes uno. Si no lo hace, uno de sus amigos/familiares le dará uno de sus tres repuestos. Estos adaptadores son omnipresentes. Aunque no todos son exactamente iguales, todos hacen lo mismo. Vale alrededor de 2.","['si tienes una tableta o un teléfono inteligente , ya tienes uno . si no lo hace , uno de sus amigos / familiares le dará uno de sus tres repuestos . estos adaptadores son omnipresentes . aunque no todos son exactamente iguales , todos hacen lo mismo . vale alrededor de dos .']",1.0,1
"En mi opinión, la calidad de sonido del altavoz no vale el costo adicional en comparación con un Echo Dot. Podría gastar la diferencia en un parlante separado para usar con el Dot y también tener la flexibilidad de usar ese parlante en otro lugar.","['en mi opinión , la calidad de sonido del altavoz no vale el costo adicional en comparación con un echo dot . podría gastar la diferencia en un parlante separado para usar con el dot y también tener la flexibilidad de usar ese parlante en otro lugar .']",1.0,1
Este producto no encendía ni cargaba y luego la tienda no pudo encontrar otro para mí.,['este producto no encendía ni cargaba y luego la tienda no pudo encontrar otro para mí .'],1.0,1
"Estaba tan emocionado de comenzar a transmitir 4k con esto y la decepción fue terrible. Simplemente nunca pareció llegar a 4k mientras que mi Smart TV no tiene ningún problema con eso. La única razón por la que lo compré fue porque me encantaba el Fire TV original y me encantaba la configuración. Además, era glitchy y laggy. Le di 2 días y lo devolví.","['estaba tan emocionado de comenzar a transmitir 4k con esto y la decepción fue terrible . simplemente nunca pareció llegar a 4k mientras que mi smart tv no tiene ningún problema con eso . la única razón por la que lo compré fue porque me encantaba el fire tv original y me encantaba la configuración . además , era glitchy y laggy . le di dos días y lo devolví .']",1.0,1
El primer día de la compra se sobrecalienta. Producto Defectuoso.,['el primer día de la compra se sobrecalienta . producto defectuoso .'],1.0,1
"Suena muy lata, no suenan graves terribles, compré un enlace de sonido bose y un punto de amazon para conectarlo.","['suena muy lata , no suenan graves terribles , compré un enlace de sonido bose y un punto de amazon para conectarlo .']",1.0,0
Supongo que está bien... Todas las aplicaciones necesitan una actualización. Amazon no quiere o no puede actualizarlos. El centro de ayuda no hizo nada.,['supongo que está bien ... todas las aplicaciones necesitan una actualización . amazon no quiere o no puede actualizarlos . el centro de ayuda no hizo nada .'],1.0,1
"Lo recogí el Black Friday y terminé devolviéndolo la semana siguiente. Esto puede ser mayor para un lector electrónico, pero no puede reemplazar una tableta para correos electrónicos o compras en Amazon.","['lo recogí el black friday y terminé devolviéndolo la semana siguiente . esto puede ser mayor para un lector electrónico , pero no puede reemplazar una tableta para correos electrónicos o compras en amazon .']",1.0,1
"Mi adaptador no funciona. Tal vez estoy haciendo algo mal, pero no hay instrucciones. Parece bastante simple. Así que simplemente no funciona.","['mi adaptador no funciona . tal vez estoy haciendo algo mal , pero no hay instrucciones . parece bastante simple . así que simplemente no funciona .']",1.0,1
"Los últimos 2 modelos de Kindle HDX 8 han sido terribles. Hemos comprado 2 de cada modelo de Kindle y hasta los últimos 2 modelos, han sido geniales. Los últimos años hubo que cambiarlo 7 u 8 veces y por el mismo problema. La ranura para la tarjeta SD está defectuosa. Me rendí y compré el modelo más nuevo. Se apaga completamente si intenta conectarlo a altavoces externos y, a veces, se apaga sin ningún motivo. Va a volver después del primero del año. Este será mi último año para Kindle a menos que los hagan con la misma calidad que antes. Fooey!","['los últimos dos modelos de kindle hdx ocho han sido terribles . hemos comprado dos de cada modelo de kindle y hasta los últimos dos modelos , han sido geniales . los últimos años hubo que cambiarlo siete u ocho veces y por el mismo problema . la ranura para la tarjeta sd está defectuosa . me rendí y compré el modelo más nuevo . se apaga completamente si intenta conectarlo a altavoces externos y , a veces , se apaga sin ningún motivo . va a volver después del primero del año . este será mi último año para kindle a menos que los hagan con la misma calidad que antes . fooey !']",1.0,1
"Me gustó mucho, me gustó mucho, me gustó mucho!!!","['me gustó mucho , me gustó mucho , me gustó mucho ! ! !']",1.0,1
"Esto claramente se está aprovechando de los clientes de Kindle que carecen de una comprensión técnica de lo que es. Vaya a Amazon y busque: Cargadores USB de CA, muchas listas a partir de dos por 7.99.","['esto claramente se está aprovechando de los clientes de kindle que carecen de una comprensión técnica de lo que es . vaya a amazon y busque : cargadores usb de ca , muchas listas a partir de dos por 7.99 .']",1.0,0
"Este Kindle está tan sobrecargado de aplicaciones que nunca usaré. A pesar de lo que dijo uno de los asociados de Best Buys, no puede eliminar ninguna de las aplicaciones de Amazon. Las aplicaciones ocupan demasiada memoria. Tengo un I Pad y me encanta, pero compré esto como respaldo para el trabajo. Desafortunadamente, se atasca. Tampoco me gusta que Amazon quiera acceder a demasiada información para configurar el correo electrónico, así que tampoco lo usaré para correos electrónicos. Probablemente lo venderé en la Lista de Craig por menos de la mitad de lo que pagué por él.","['este kindle está tan sobrecargado de aplicaciones que nunca usaré . a pesar de lo que dijo uno de los asociados de best buys , no puede eliminar ninguna de las aplicaciones de amazon . las aplicaciones ocupan demasiada memoria . tengo un i pad y me encanta , pero compré esto como respaldo para el trabajo . desafortunadamente , se atasca . tampoco me gusta que amazon quiera acceder a demasiada información para configurar el correo electrónico , así que tampoco lo usaré para correos electrónicos . probablemente lo venderé en la lista de craig por menos de la mitad de lo que pagué por él .']",1.0,1
El peor producto de todos. Constantemente metiendo la pata y lleno de anuncios que tienes que pagar para eliminar. Best Buy se negó a ayudar cuando quería devolverlo,['el peor producto de todos . constantemente metiendo la pata y lleno de anuncios que tienes que pagar para eliminar . best buy se negó a ayudar cuando quería devolverlo'],1.0,1
Adaptador de alimentación de CA a USB de 5 dólares por 20 dólares,['adaptador de alimentación de ca a usb de cinco dólares por veinte dólares'],1.0,0
Me arrepentí de haber comprado este artículo. Nunca se lo recomendaré a nadie.,['me arrepentí de haber comprado este artículo . nunca se lo recomendaré a nadie .'],1.0,1
"Muy lento, la cámara no es buena, la calidad de la imagen es muy baja. Consigue un iPad mini de Apple en su lugar.","['muy lento , la cámara no es buena , la calidad de la imagen es muy baja . consigue un ipad mini de apple en su lugar .']",1.0,0
Buena tableta Amazon Fire Pero... la cámara no es lo suficientemente clara 2.0 megapíxeles y Amazon Fire es muy lento en el sitio web y la aplicación tarda una eternidad en descargarse Creo que tengo que regresar a la mejor compra y comprar una buena tableta 10.1 Lenovo y Samsung Galaxy. ..Le daré una estrella de calificación cero,['buena tableta amazon fire pero ... la cámara no es lo suficientemente clara 2.0 megapíxeles y amazon fire es muy lento en el sitio web y la aplicación tarda una eternidad en descargarse creo que tengo que regresar a la mejor compra y comprar una buena tableta 10.1 lenovo y samsung galaxy . .. le daré una estrella de calificación cero'],1.0,1
"Compré esto principalmente como una copia de seguridad y para leer algunos libros, ya que tengo un teléfono celular más grande y una copia de seguridad. Lo usé ocasionalmente durante 40 o 50 horas de uso hasta esta semana cuando envié mi computadora portátil a reparar. así que probablemente lo usé un poco esta semana. Estaba viendo mi tercer video de Primetime esta semana y simplemente se apagó. No se encenderá usando ningún truco de energía como el modo seguro. Se ha ido, es una tostada. Lo compré el 11 de octubre de 2016, dejó de funcionar el 9 de febrero de 2015. Mi viejo Fire duró 4 o 5 años con más uso. tenía parlantes estéreo, duró una semana con una carga, no 2 o 3 días. Construido más resistente. Esto está lleno de basura, no solo me ofrecen más aplicaciones, sino que constantemente intento agregarlas. BASURA BASURA BASURA","['compré esto principalmente como una copia de seguridad y para leer algunos libros , ya que tengo un teléfono celular más grande y una copia de seguridad . lo usé ocasionalmente durante cuarenta o cincuenta horas de uso hasta esta semana cuando envié mi computadora portátil a reparar . así que probablemente lo usé un poco esta semana . estaba viendo mi tercer video de primetime esta semana y simplemente se apagó . no se encenderá usando ningún truco de energía como el modo seguro . se ha ido , es una tostada . lo compré el once de octubre de dos mil dieciséis , dejó de funcionar el nueve de febrero de dos mil quince . mi viejo fire duró cuatro o cinco años con más uso . tenía parlantes estéreo , duró una semana con una carga , no dos o tres días . construido más resistente . esto está lleno de basura , no solo me ofrecen más aplicaciones , sino que constantemente intento agregarlas . basura basura basura']",1.0,1
"Compré esto alrededor del viernes negro por $ 60 con la esperanza de que fuera increíble ... falló tanto que probé varias tarjetas micro SD diferentes, ninguna de las cuales fue reconocida y SÍ, las formateé con todos los formatos que se me ocurrieron ... Fat32, NTFS , Fat, Xfat... incluso intenté que la tableta lo hiciera... no funcionó... para empeorar las cosas, la mitad de las aplicaciones que quería usar no estaban en la tienda de aplicaciones y descubrí que no estaba vinculada a la tienda normal de Google Play, esta tableta tiene su propia tienda de aplicaciones a la que le faltan muchas aplicaciones comunes... la razón principal por la que compré esto fue para jugar Choque de clanes y no puedo porque no estaba en la tienda de aplicaciones... Traté de también use las tiendas de juegos del mercado de accesorios para jugar COC pero no funcionó... se lanzó y jugó 1 vez pero no funcionó ni se actualizó después de eso... no hace falta decir que lo devolví y compré un samsung galaxy tab A 10.1 (versión 2016) de $ 250 con S-pen y es MUCHO mejor... en resumen, obtienes lo que pagas... también insinúa que la versión s-pen tiene 1 GB adicional de RAM sobre la versión sin lápiz... así que deberías obtener eso si puede pagar los $ 50 adicionales...","['compré esto alrededor del viernes negro por $ sesenta con la esperanza de que fuera increíble ... falló tanto que probé varias tarjetas micro sd diferentes , ninguna de las cuales fue reconocida y sí , las formateé con todos los formatos que se me ocurrieron ... fat32 , ntfs , fat , xfat ... incluso intenté que la tableta lo hiciera ... no funcionó ... para empeorar las cosas , la mitad de las aplicaciones que quería usar no estaban en la tienda de aplicaciones y descubrí que no estaba vinculada a la tienda normal de google play , esta tableta tiene su propia tienda de aplicaciones a la que le faltan muchas aplicaciones comunes ... la razón principal por la que compré esto fue para jugar choque de clanes y no puedo porque no estaba en la tienda de aplicaciones ... traté de también use las tiendas de juegos del mercado de accesorios para jugar coc pero no funcionó ... se lanzó y jugó uno vez pero no funcionó ni se actualizó después de eso ... no hace falta decir que lo devolví y compré un samsung galaxy tab a 10.1 ( versión dos mil dieciséis ) de $ doscientos cincuenta con s-pen y es mucho mejor ... en resumen , obtienes lo que pagas ... también insinúa que la versión s-pen tiene uno gb adicional de ram sobre la versión sin lápiz ... así que deberías obtener eso si puede pagar los $ cincuenta adicionales ...']",1.0,1
difícil de usar y no es compatible con Guam. instrucciones en línea no claras,['difícil de usar y no es compatible con guam . instrucciones en línea no claras'],1.0,0
"Compré esto para mis hijos para las vacaciones. No se instaló la aplicación de YouTube, por lo que debe encontrar un sustituto de terceros. Aparecen anuncios todo el tiempo, con la opción de eliminarlos por $15. Amazon afirma que, dado que compré la tableta a la venta por $ 15, así es como pueden compensar esos ingresos. Los habría devuelto si hubiéramos podido encontrar el recibo. Tal vez un buen producto, pero no para nosotros.","['compré esto para mis hijos para las vacaciones . no se instaló la aplicación de youtube , por lo que debe encontrar un sustituto de terceros . aparecen anuncios todo el tiempo , con la opción de eliminarlos por $ quince . amazon afirma que , dado que compré la tableta a la venta por $ quince , así es como pueden compensar esos ingresos . los habría devuelto si hubiéramos podido encontrar el recibo . tal vez un buen producto , pero no para nosotros .']",1.0,1
"Soy un tipo mayor y tengo problemas para poner en marcha la unidad. Decidí que realmente debería devolverlo, pero ya había pasado la fecha de devolución. Está de vuelta en la caja esperando encontrar tiempo para intentarlo una vez más o ponerlo en eBay.","['soy un tipo mayor y tengo problemas para poner en marcha la unidad . decidí que realmente debería devolverlo , pero ya había pasado la fecha de devolución . está de vuelta en la caja esperando encontrar tiempo para intentarlo una vez más o ponerlo en ebay .']",1.0,1
Necesita una cuenta de Amazon y una cuenta bancaria para usar la tableta. La tarjeta bancaria debe ser verificada. Producto barato con gráficos terribles. Lo devolví al día siguiente. Totalmente una pérdida de dinero.,['necesita una cuenta de amazon y una cuenta bancaria para usar la tableta . la tarjeta bancaria debe ser verificada . producto barato con gráficos terribles . lo devolví al día siguiente . totalmente una pérdida de dinero .'],1.0,1
Lo devolví. era un mal lector y claramente no duraría..,['lo devolví . era un mal lector y claramente no duraría ..'],1.0,1
No es compatible con los estándares de enchufes de Sudáfrica. Compré esto innecesariamente.,['no es compatible con los estándares de enchufes de sudáfrica . compré esto innecesariamente .'],1.0,0
"En verdad, debería haber intentado obtener un reembolso. Tiré el empaque antes de darme cuenta de lo mal que funciona. Este cargador solo funciona cada tercer día cuando se sostiene en un ángulo particular. Los planetas casi necesitan alinearse para que cargue mi Kindle. Completa decepción.","['en verdad , debería haber intentado obtener un reembolso . tiré el empaque antes de darme cuenta de lo mal que funciona . este cargador solo funciona cada tercer día cuando se sostiene en un ángulo particular . los planetas casi necesitan alinearse para que cargue mi kindle . completa decepción .']",1.0,1
"Compré esto para mi sobrina de 8 años, le encanta. También compré un protector de pantalla y un estuche a prueba de niños. Sin embargo, ninguno de los dos impidió que la pantalla se rompiera la primera vez que la dejó caer. Al menos solo costaba $50:/Mi sobrino tiene un iPad Air de primera generación, con un estuche para niños; se le ha caído muchas veces, la pantalla está bien. Tienes lo que pagas.","['compré esto para mi sobrina de ocho años , le encanta . también compré un protector de pantalla y un estuche a prueba de niños . sin embargo , ninguno de los dos impidió que la pantalla se rompiera la primera vez que la dejó caer . al menos solo costaba $ 50:/mi sobrino tiene un ipad air de primera generación , con un estuche para niños ; se le ha caído muchas veces , la pantalla está bien . tienes lo que pagas .']",1.0,1
"Compré este Fire TV hace 3 meses. Un día, de la nada, dejó de funcionar. La alimentación está encendida, pero tan pronto como veo el logotipo de Amazon, la pantalla se vuelve negra. Busqué en Google el problema y parece que la única forma de restablecerlo al modo de fábrica es mediante el menú en pantalla, por lo que no hay forma de hacerlo. Acabo de enviar un correo electrónico a la empresa y estoy esperando una respuesta, ya que es inaceptable que esto solo haya durado 3 meses antes de volverse inútil. ¡No es un campista feliz aquí!","['compré este fire tv hace tres meses . un día , de la nada , dejó de funcionar . la alimentación está encendida , pero tan pronto como veo el logotipo de amazon , la pantalla se vuelve negra . busqué en google el problema y parece que la única forma de restablecerlo al modo de fábrica es mediante el menú en pantalla , por lo que no hay forma de hacerlo . acabo de enviar un correo electrónico a la empresa y estoy esperando una respuesta , ya que es inaceptable que esto solo haya durado tres meses antes de volverse inútil . no es un campista feliz aquí !']",1.0,1
"Tiene muy buenos altavoces Bluetooth, la calidad del sonido es buena, pero por lo demás es bastante inútil cuando se trata de responder preguntas.","['tiene muy buenos altavoces bluetooth , la calidad del sonido es buena , pero por lo demás es bastante inútil cuando se trata de responder preguntas .']",1.0,0
Me gustaría que esto viniera en blanco para que coincida con mi Kindle Paperwhite,['me gustaría que esto viniera en blanco para que coincida con mi kindle paperwhite'],1.0,1
"El segundo día, la unidad se desconectó de mi red inalámbrica y cuando intenté volver a conectarla, el control remoto no funcionó y no pude hacer clic en el botón de configuración de red. Devuelvo esa unidad para otro incendio de Amazon y la segunda unidad no pudo encontrar el control remoto para emparejarlo. Creo que compraré un google o apple a continuación.","['el segundo día , la unidad se desconectó de mi red inalámbrica y cuando intenté volver a conectarla , el control remoto no funcionó y no pude hacer clic en el botón de configuración de red . devuelvo esa unidad para otro incendio de amazon y la segunda unidad no pudo encontrar el control remoto para emparejarlo . creo que compraré un google o apple a continuación .']",1.0,1
"Compramos este Kindle Fire para nuestro nieto autista. Parecía luchar con él tratando de conectarse a Internet. Después de que 3 adultos intentaron y trataron de conectarlo a Internet, finalmente se conectó. Cada vez que viene a nuestra casa, tenemos que volver a pelear para que se conecte. Decidimos que esta no era la unidad para él ni para ningún otro niño. Entonces, volvimos al mini I-Pad.","['compramos este kindle fire para nuestro nieto autista . parecía luchar con él tratando de conectarse a internet . después de que tres adultos intentaron y trataron de conectarlo a internet , finalmente se conectó . cada vez que viene a nuestra casa , tenemos que volver a pelear para que se conecte . decidimos que esta no era la unidad para él ni para ningún otro niño . entonces , volvimos al mini i-pad .']",1.0,1
Me encanta la facilidad de usarlos para nuestros nietos y los disfrutaron para Navidad.,['me encanta la facilidad de usarlos para nuestros nietos y los disfrutaron para navidad .'],1.0,1
"Esta versión de 7"" de 2015 debería haberse comercializado solo para niños. Es como una versión muy ""tonta"" y barata de los mejores FireHD y HDX. La pantalla no es tan buena, la duración de la batería es mala, no se refleja en la TV y es tan puede ser. Si nunca ha tenido otro tipo de Kindle, probablemente aceptará esta versión diluida. Para aquellos que saben cómo debería ser un Kindle real, es posible que deseen dejar este. Otra versión debería estar presente pronto y dado que no pueden ser mucho peores que este, probablemente obtendrás uno mejor. Compré el mío el Black Friday por un poco más de $ 30. ¡Total con descuentos en compras y todavía lo devolveré! Así de decepcionado estoy con eso","['esta versión de siete "" de dos mil quince debería haberse comercializado solo para niños . es como una versión muy "" tonta "" y barata de los mejores firehd y hdx . la pantalla no es tan buena , la duración de la batería es mala , no se refleja en la tv y es tan puede ser . si nunca ha tenido otro tipo de kindle , probablemente aceptará esta versión diluida . para aquellos que saben cómo debería ser un kindle real , es posible que deseen dejar este . otra versión debería estar presente pronto y dado que no pueden ser mucho peores que este , probablemente obtendrás uno mejor . compré el mío el black friday por un poco más de $ treinta . total con descuentos en compras y todavía lo devolveré ! así de decepcionado estoy con eso']",1.0,1
"Entiendo que obtienes lo que pagas, pero ven a Amazon. Ganas millones al día y permites que este producto esté en tu lista. Lo único para lo que sirve esta tableta es para recoger polvo. En mi opinión, si alguna empresa va a integrar AndroidOS al menos que sea fácil de usar y 100% abierto. Es básicamente como comprar la mitad de un dispositivo o un dispositivo de demostración.","['entiendo que obtienes lo que pagas , pero ven a amazon . ganas millones al día y permites que este producto esté en tu lista . lo único para lo que sirve esta tableta es para recoger polvo . en mi opinión , si alguna empresa va a integrar androidos al menos que sea fácil de usar y 100% abierto . es básicamente como comprar la mitad de un dispositivo o un dispositivo de demostración .']",1.0,1
"Con suerte, esto al menos funcionará como un lector electrónico. De lo contrario, Amazon lo tiene tan bien guardado que no se puede hacer mucho más con él. E, incluso con mi Wi-Fi de fibra óptica, es más lento que la melaza fría en enero en Canadá. Bueno, necesitaba un lector electrónico Kindle y por $40 está bien.","['con suerte , esto al menos funcionará como un lector electrónico . de lo contrario , amazon lo tiene tan bien guardado que no se puede hacer mucho más con él . e , incluso con mi wi-fi de fibra óptica , es más lento que la melaza fría en enero en canadá . bueno , necesitaba un lector electrónico kindle y por $ cuarenta está bien .']",1.0,1
"Compré esto para usarlo con una aplicación en particular, pero no pude instalarla, así que devolví las tabletas.","['compré esto para usarlo con una aplicación en particular , pero no pude instalarla , así que devolví las tabletas .']",1.0,1
Probé esto durante algunas semanas y no tiene casi los programas que dice que tiene. Preferiría pagar por Netflix o Hulu.,['probé esto durante algunas semanas y no tiene casi los programas que dice que tiene . preferiría pagar por netflix o hulu .'],1.0,1
¡Esto no es una actualización de ninguna manera! Mi kindle de tres años superó a Oasis. La duración de la batería es mejor que una semana con las luces en la configuración más baja. El conector magnético está mal diseñado y se debilita. Dos piezas para mantenerse al día; se desabrocha constantemente El servicio de atención al cliente de Amazon promete que se resolverá en una actualización,['esto no es una actualización de ninguna manera ! mi kindle de tres años superó a oasis . la duración de la batería es mejor que una semana con las luces en la configuración más baja . el conector magnético está mal diseñado y se debilita . dos piezas para mantenerse al día ; se desabrocha constantemente el servicio de atención al cliente de amazon promete que se resolverá en una actualización'],1.0,1
"Compré esta tableta porque me pareció que valía la pena por el precio. Sin embargo, solo duró 6 meses antes de que la batería se agotara y no se pudiera cargar, independientemente de la solución de problemas y del cable o toma de corriente que usara. Best Buy dijo que no podía hacer nada, pero dijo que Amazon podía ayudarme ya que debería estar bajo garantía. Escalé varias veces con Amazon y se negaron a ayudarme cada vez. Así que ahorre sus $ 49.99 y póngalos en un buen producto.","['compré esta tableta porque me pareció que valía la pena por el precio . sin embargo , solo duró seis meses antes de que la batería se agotara y no se pudiera cargar , independientemente de la solución de problemas y del cable o toma de corriente que usara . best buy dijo que no podía hacer nada , pero dijo que amazon podía ayudarme ya que debería estar bajo garantía . escalé varias veces con amazon y se negaron a ayudarme cada vez . así que ahorre sus $ 49.99 y póngalos en un buen producto .']",1.0,1
"Ella nunca tiene una respuesta para nada, siempre tiene que estar conectada a un tomacorriente, demasiado difícil de conectar a otros dispositivos.","['ella nunca tiene una respuesta para nada , siempre tiene que estar conectada a un tomacorriente , demasiado difícil de conectar a otros dispositivos .']",1.0,1
"A menos que tenga internet de fibra óptica, no compre esto. Si tiene ATT Uverse, estropeará el televisor, reducirá la velocidad de Internet y causará estragos en el teléfono. Todavía no ha funcionado desde que lo obtuve, ya que solo tengo 25 mg de Internet y realmente no funciona en esa velocidad en absoluto.","['a menos que tenga internet de fibra óptica , no compre esto . si tiene att uverse , estropeará el televisor , reducirá la velocidad de internet y causará estragos en el teléfono . todavía no ha funcionado desde que lo obtuve , ya que solo tengo veinticinco mg de internet y realmente no funciona en esa velocidad en absoluto .']",1.0,1
"Difícil de comprar. Sin existencias en 6 tiendas, sin pedido en línea o envío a la tienda disponible. Cuando estuvo disponible no funcionó. Una vez que se encendió, no pude avanzar más. No pude iniciar sesión en la red wifi, aunque otros elementos en mi hogar funcionan. Además, el producto no pasaría de configurar el reloj. Intenté 3 días, me di por vencido y devolví el artículo.","['difícil de comprar . sin existencias en seis tiendas , sin pedido en línea o envío a la tienda disponible . cuando estuvo disponible no funcionó . una vez que se encendió , no pude avanzar más . no pude iniciar sesión en la red wifi , aunque otros elementos en mi hogar funcionan . además , el producto no pasaría de configurar el reloj . intenté tres días , me di por vencido y devolví el artículo .']",1.0,1
"La tableta nunca se encendía, incluso después de cargarla","['la tableta nunca se encendía , incluso después de cargarla']",1.0,1
Tomé esta tableta pensando que sería una gran compra. Tengo algunos miembros de la familia que poseen el modelo anterior de Kindle Fire y los aprueban mucho. El nuevo producto que obtuve fue muy decepcionante. La pantalla tenía un píxel muerto cuando la encendí. El producto es muy lento y las cámaras dejan mucho que desear. Lo retiré y lo cambié por un iPad Mini 4 y estoy muy contento con él.,['tomé esta tableta pensando que sería una gran compra . tengo algunos miembros de la familia que poseen el modelo anterior de kindle fire y los aprueban mucho . el nuevo producto que obtuve fue muy decepcionante . la pantalla tenía un píxel muerto cuando la encendí . el producto es muy lento y las cámaras dejan mucho que desear . lo retiré y lo cambié por un ipad mini cuatro y estoy muy contento con él .'],1.0,1
"Sinceramente, no me importaba. Las versiones más nuevas de esta tableta son mucho mejores. Tienes un poco más de libertad con él que con la versión anterior.","['sinceramente , no me importaba . las versiones más nuevas de esta tableta son mucho mejores . tienes un poco más de libertad con él que con la versión anterior .']",1.0,0
Muy lento... supongo que vale los 40 dólares... gran producto para un niño...,['muy lento ... supongo que vale los cuarenta dólares ... gran producto para un niño ...'],1.0,1
Esta es solo una tableta de fuego normal que tiene una funda protectora.,['esta es solo una tableta de fuego normal que tiene una funda protectora .'],1.0,0
"No puedo devolver a través de Best Buy, porque son más de 15 días. Empezó bien, pero luego dejó de funcionar. Se sigue congelando en la pantalla de inicio y no puedo acceder a nada. Extremadamente decepcionado.","['no puedo devolver a través de best buy , porque son más de quince días . empezó bien , pero luego dejó de funcionar . se sigue congelando en la pantalla de inicio y no puedo acceder a nada . extremadamente decepcionado .']",1.0,1
"Este es mi tercer Kindle y el último. ¡Estoy pasando a algo mejor! Para mí, siguiendo todas las pautas del prospecto del empaque, solo duraron un año como máximo.","['este es mi tercer kindle y el último . estoy pasando a algo mejor ! para mí , siguiendo todas las pautas del prospecto del empaque , solo duraron un año como máximo .']",1.0,1
TUVE LA AMAZON FIRE TV BOX FOX 1 SEMANA Y SE ROMPIÓ,['tuve la amazon fire tv box fox uno semana y se rompió'],1.0,1
"Este dispositivo sería la mejor tableta posible por el dinero si tuviera Google Play. Sin embargo, Amazon optó por bloquear el acceso a él. Esto llevó su tableta bien hecha con una hermosa pantalla y un gran rendimiento de un valor increíble a una pérdida de dinero. Este es mi último producto de la marca Amazon. Si usa muchas aplicaciones o quiere aplicaciones específicas, compre para otro dispositivo.","['este dispositivo sería la mejor tableta posible por el dinero si tuviera google play . sin embargo , amazon optó por bloquear el acceso a él . esto llevó su tableta bien hecha con una hermosa pantalla y un gran rendimiento de un valor increíble a una pérdida de dinero . este es mi último producto de la marca amazon . si usa muchas aplicaciones o quiere aplicaciones específicas , compre para otro dispositivo .']",1.0,0
